fecha,anio,mes_num,marca,categoria_producto,valor_trends
2017-06-01,2017,6,hm,pantalones,49
2017-06-01,2017,6,hm,tops,66
2017-06-01,2017,6,hm,vestidos,71
2017-06-01,2017,6,hm,zapatos,68
2017-06-01,2017,6,mango,pantalones,53
2017-06-01,2017,6,mango,tops,62
2017-06-01,2017,6,mango,vestidos,71
2017-06-01,2017,6,mango,zapatos,76
2017-06-01,2017,6,massimo_dutti,pantalones,46
2017-06-01,2017,6,massimo_dutti,tops,70
2017-06-01,2017,6,massimo_dutti,vestidos,100
2017-06-01,2017,6,massimo_dutti,zapatos,78
2017-06-01,2017,6,shein,pantalones,0
2017-06-01,2017,6,shein,tops,0
2017-06-01,2017,6,shein,vestidos,7
2017-06-01,2017,6,shein,zapatos,7
2017-06-01,2017,6,zara,pantalones,56
2017-06-01,2017,6,zara,tops,49
2017-06-01,2017,6,zara,vestidos,67
2017-06-01,2017,6,zara,zapatos,74
2017-07-01,2017,7,hm,pantalones,38
2017-07-01,2017,7,hm,tops,65
2017-07-01,2017,7,hm,vestidos,51
2017-07-01,2017,7,hm,zapatos,48
2017-07-01,2017,7,mango,pantalones,41
2017-07-01,2017,7,mango,tops,52
2017-07-01,2017,7,mango,vestidos,48
2017-07-01,2017,7,mango,zapatos,59
2017-07-01,2017,7,massimo_dutti,pantalones,26
2017-07-01,2017,7,massimo_dutti,tops,0
2017-07-01,2017,7,massimo_dutti,vestidos,50
2017-07-01,2017,7,massimo_dutti,zapatos,82
2017-07-01,2017,7,shein,pantalones,4
2017-07-01,2017,7,shein,tops,0
